CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,OFNS_DESC,Latitude,Longitude
286657080H1,05/09/2024,13:39:00,MURDER & NON-NEGL. MANSLAUGHTER,40.846766,-73.914167
280519831H1,01/14/2024,20:14:00,MURDER & NON-NEGL. MANSLAUGHTER,40.6625545044738,-73.90891970492359
295532786H1,10/25/2024,09:38:00,MURDER & NON-NEGL. MANSLAUGHTER,40.599157,-73.94649
295548024H1,10/26/2024,19:25:00,MURDER & NON-NEGL. MANSLAUGHTER,40.81566,-73.917992
286523177H1,05/07/2024,14:26:00,MURDER & NON-NEGL. MANSLAUGHTER,40.725616,-74.005167
291716605H1,06/04/2023,10:50:00,MURDER & NON-NEGL. MANSLAUGHTER,40.848194,-73.936163
290402828H3,07/19/2024,21:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.609143,-73.981865
292947999H1,09/08/2024,01:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.680651,-73.748158
295365805H1,10/23/2024,04:53:00,MURDER & NON-NEGL. MANSLAUGHTER,40.67081,-73.935107
294818630H1,10/12/2024,03:40:00,MURDER & NON-NEGL. MANSLAUGHTER,40.646574,-73.956879
296909030H1,11/21/2024,14:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.800652,-73.93653
294494999H1,09/08/2024,03:30:00,MURDER & NON-NEGL. MANSLAUGHTER,40.833873,-73.816561
286395222H1,05/03/2024,03:23:00,MURDER & NON-NEGL. MANSLAUGHTER,40.67268,-73.903755
287193531H1,05/20/2024,05:39:00,MURDER & NON-NEGL. MANSLAUGHTER,40.845788,-73.942483
295721936H2,10/30/2024,20:20:00,MURDER & NON-NEGL. MANSLAUGHTER,40.812511,-73.902811
291738536H1,08/13/2024,12:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.623537,-74.164536
299445853H1,10/05/2024,02:26:00,MURDER & NON-NEGL. MANSLAUGHTER,40.856122,-73.892377
289573436H1,07/04/2024,06:02:00,MURDER & NON-NEGL. MANSLAUGHTER,40.688095,-73.763651
296455536H1,08/09/2024,21:12:00,MURDER & NON-NEGL. MANSLAUGHTER,40.817486,-73.910376
292150735H1,08/18/2024,04:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.838771,-73.864702
290376194H1,07/20/2024,02:40:00,MURDER & NON-NEGL. MANSLAUGHTER,40.759435,-73.876597
288999311H1,06/23/2024,17:53:00,MURDER & NON-NEGL. MANSLAUGHTER,40.730905,-73.981442
283966206H1,03/16/2024,20:45:00,MURDER & NON-NEGL. MANSLAUGHTER,40.660861,-73.920518
298607139H1,12/28/2024,02:53:00,MURDER & NON-NEGL. MANSLAUGHTER,40.762269,-73.987986
274582286H1,09/16/2023,20:10:00,MURDER & NON-NEGL. MANSLAUGHTER,40.57459461131273,-73.98763509614024
292085580H1,08/21/2024,15:30:00,MURDER & NON-NEGL. MANSLAUGHTER,40.688354,-73.925473
284584436H1,03/30/2024,18:30:00,MURDER & NON-NEGL. MANSLAUGHTER,40.726998,-73.89357
292095795H1,08/20/2024,15:16:00,MURDER & NON-NEGL. MANSLAUGHTER,40.630298,-73.922275
296266929H2,11/10/2024,15:38:00,MURDER & NON-NEGL. MANSLAUGHTER,40.679751,-73.887471
290420709H1,07/21/2024,22:44:00,MURDER & NON-NEGL. MANSLAUGHTER,40.69786073930971,-73.9639474550708
297201104H1,11/27/2024,14:42:00,MURDER & NON-NEGL. MANSLAUGHTER,40.825285,-73.917538
298716186H1,08/04/2023,11:45:00,MURDER & NON-NEGL. MANSLAUGHTER,40.726686,-73.878298
289111776H1,06/25/2024,05:12:00,MURDER & NON-NEGL. MANSLAUGHTER,40.722088,-74.001806
292398442H1,06/23/2024,23:15:00,MURDER & NON-NEGL. MANSLAUGHTER,40.805562,-73.925469
283404608H1,03/07/2024,16:14:00,MURDER & NON-NEGL. MANSLAUGHTER,,
295480503H1,10/25/2024,20:40:00,MURDER & NON-NEGL. MANSLAUGHTER,40.659768,-73.917856
290376195H1,07/19/2024,23:31:00,MURDER & NON-NEGL. MANSLAUGHTER,40.828008,-73.914323
293023440H1,09/09/2024,22:45:00,MURDER & NON-NEGL. MANSLAUGHTER,40.711951,-73.994313
281097850H1,01/25/2024,01:15:00,MURDER & NON-NEGL. MANSLAUGHTER,40.672828,-73.9816
294923116H1,10/15/2024,02:20:00,MURDER & NON-NEGL. MANSLAUGHTER,40.841099,-73.881114
279863277H1,01/02/2024,21:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.63481,-73.884452
290672472H2,07/24/2024,22:50:00,MURDER & NON-NEGL. MANSLAUGHTER,40.636209,-73.972048
51467493H14769,09/18/2008,19:21:00,MURDER & NON-NEGL. MANSLAUGHTER,40.817599,-73.938314
298275270H1,01/20/2024,14:24:00,MURDER & NON-NEGL. MANSLAUGHTER,40.844946,-73.886206
287498825H1,05/25/2024,10:04:00,MURDER & NON-NEGL. MANSLAUGHTER,40.847268,-73.910441
297354011H1,12/02/2024,00:09:00,MURDER & NON-NEGL. MANSLAUGHTER,40.678782,-73.896117
282454309H1,04/21/2019,23:43:00,MURDER & NON-NEGL. MANSLAUGHTER,40.749404,-73.991784
287542649H1,05/27/2024,10:10:00,MURDER & NON-NEGL. MANSLAUGHTER,40.628046,-73.95745
281938078H1,02/08/2024,10:30:00,MURDER & NON-NEGL. MANSLAUGHTER,40.723685,-74.005451
294591633H1,09/18/2024,19:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.626492,-73.976342
288004238H1,06/05/2024,02:39:00,MURDER & NON-NEGL. MANSLAUGHTER,40.824684,-73.860868
288440697H1,06/08/2024,23:15:00,MURDER & NON-NEGL. MANSLAUGHTER,40.69386225814546,-73.92970228883433
282838709H1,05/19/2023,06:45:00,MURDER & NON-NEGL. MANSLAUGHTER,40.74320531395647,-73.97996038469351
279863276H1,01/02/2024,14:57:00,MURDER & NON-NEGL. MANSLAUGHTER,40.823762,-73.826686
293148191H1,09/11/2024,07:26:00,MURDER & NON-NEGL. MANSLAUGHTER,40.8539139159554,-73.90376684189413
298634048H1,05/13/2024,17:15:00,MURDER & NON-NEGL. MANSLAUGHTER,40.560901288213294,-73.91650810715763
288669973H1,06/17/2024,15:40:00,MURDER & NON-NEGL. MANSLAUGHTER,40.62342,-74.083298
292020954H1,08/20/2024,10:28:00,MURDER & NON-NEGL. MANSLAUGHTER,40.696119,-73.78985
293335064H1,09/15/2024,00:08:00,MURDER & NON-NEGL. MANSLAUGHTER,40.680013,-73.949571
288617786H1,06/16/2024,23:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.680844,-73.922352
285676185H1,04/19/2024,11:47:00,MURDER & NON-NEGL. MANSLAUGHTER,40.671689,-73.914583
286589895H1,05/08/2024,21:25:00,MURDER & NON-NEGL. MANSLAUGHTER,40.743156405486815,-73.91870120960044
288827525H1,03/03/2023,00:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.840472,-73.940202
298447430H1,12/24/2024,11:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.850629,-73.907318
292187350H1,08/23/2024,00:52:00,MURDER & NON-NEGL. MANSLAUGHTER,40.831502932358106,-73.88808017249028
285821126H1,04/23/2024,16:05:00,MURDER & NON-NEGL. MANSLAUGHTER,40.674017,-73.952893
289573435H1,07/04/2024,14:00:00,MURDER & NON-NEGL. MANSLAUGHTER,,
287507794H2,05/24/2024,00:14:00,MURDER & NON-NEGL. MANSLAUGHTER,40.859017,-73.904672
286596990H1,07/11/2023,15:33:00,MURDER & NON-NEGL. MANSLAUGHTER,40.724438,-73.758292
293753631H1,03/17/1981,12:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.770888,-73.955296
281893084H1,02/08/2024,10:45:00,MURDER & NON-NEGL. MANSLAUGHTER,40.868923,-73.902772
289131535H1,12/04/2023,00:30:00,MURDER & NON-NEGL. MANSLAUGHTER,40.753177,-73.855182
290402828H1,07/19/2024,21:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.609143,-73.981865
290767264H1,07/26/2024,08:45:00,MURDER & NON-NEGL. MANSLAUGHTER,40.776733,-73.944995
293332941H1,09/13/2024,19:10:00,MURDER & NON-NEGL. MANSLAUGHTER,40.756028,-73.872053
290768675H1,07/27/2024,06:50:00,MURDER & NON-NEGL. MANSLAUGHTER,40.82580098408474,-73.88971212269188
292945971H1,09/07/2024,11:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.669193,-73.909639
294430754H1,10/04/2024,19:32:00,MURDER & NON-NEGL. MANSLAUGHTER,40.734681,-73.810626
299078508H1,11/06/2024,08:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.594015,-73.753203
284275012H1,03/24/2024,19:45:00,MURDER & NON-NEGL. MANSLAUGHTER,40.650225,-73.942728
287853115H1,06/01/2024,06:08:00,MURDER & NON-NEGL. MANSLAUGHTER,40.879579,-73.85082
283920709H1,03/05/2024,01:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.832551,-73.930574
295714252H1,10/30/2024,07:50:00,MURDER & NON-NEGL. MANSLAUGHTER,40.676217,-73.908591
295429243H1,10/24/2024,01:37:00,MURDER & NON-NEGL. MANSLAUGHTER,40.807698,-73.947398
292760181H2,09/04/2024,15:15:00,MURDER & NON-NEGL. MANSLAUGHTER,40.675197,-73.961628
293335060H1,09/13/2024,21:55:00,MURDER & NON-NEGL. MANSLAUGHTER,40.849047,-73.903155
285821127H1,04/23/2024,21:40:00,MURDER & NON-NEGL. MANSLAUGHTER,40.861094,-73.900215
291345422H1,08/07/2024,07:59:00,MURDER & NON-NEGL. MANSLAUGHTER,40.626041,-73.924225
298373568H1,12/22/2024,21:20:00,MURDER & NON-NEGL. MANSLAUGHTER,40.635189,-73.91159
286828007H1,05/12/2024,13:40:00,MURDER & NON-NEGL. MANSLAUGHTER,40.824343,-73.941464
286397104H1,05/04/2024,01:25:00,MURDER & NON-NEGL. MANSLAUGHTER,40.691487,-73.837101
284274405H1,03/24/2024,19:20:00,MURDER & NON-NEGL. MANSLAUGHTER,40.806296307097966,-73.9360168931391
296266929H1,11/10/2024,15:38:00,MURDER & NON-NEGL. MANSLAUGHTER,40.679751,-73.887471
283733272H1,12/18/2023,11:20:00,MURDER & NON-NEGL. MANSLAUGHTER,40.846711,-73.906035
289900840H1,05/05/2024,14:52:00,MURDER & NON-NEGL. MANSLAUGHTER,40.820473,-73.869691
281343761H1,01/30/2024,00:32:00,MURDER & NON-NEGL. MANSLAUGHTER,40.667091,-73.932674
288219692H1,06/09/2024,05:25:00,MURDER & NON-NEGL. MANSLAUGHTER,40.87900691041343,-73.87601262044493
288434050H1,06/12/2024,21:16:00,MURDER & NON-NEGL. MANSLAUGHTER,40.849689,-73.905812
291166452H1,11/28/2022,12:23:00,MURDER & NON-NEGL. MANSLAUGHTER,40.63193,-74.163466
288118375H1,06/04/2024,22:30:00,MURDER & NON-NEGL. MANSLAUGHTER,40.660108,-73.891241
298103842H1,12/17/2024,06:40:00,MURDER & NON-NEGL. MANSLAUGHTER,40.6682,-73.9031
288209442H1,06/08/2024,03:00:00,MURDER & NON-NEGL. MANSLAUGHTER,40.806667,-73.953728
293400274H1,09/16/2024,05:37:00,MURDER & NON-NEGL. MANSLAUGHTER,40.863675,-73.919511
289356290H1,06/28/2024,08:02:00,MURDER & NON-NEGL. MANSLAUGHTER,40.700081,-73.987324
281545450H1,11/24/2023,04:30:00,MURDER & NON-NEGL. MANSLAUGHTER,40.808506,-73.921466
280109748H1,01/06/2024,19:20:00,MURDER & NON-NEGL. MANSLAUGHTER,,
295595585H1,10/28/2024,18:55:00,MURDER & NON-NEGL. MANSLAUGHTER,40.822476,-73.898915
283711012H1,03/13/2024,11:14:00,MURDER & NON-NEGL. MANSLAUGHTER,40.66729,-73.909161
